length_cm,L,M,S
84.9,-0.38329999999999997,11.1952,8.899E-2
85,-0.38329999999999997,11.219799999999999,8.8980000000000004E-2
85.1,-0.38329999999999997,11.244400000000001,8.8980000000000004E-2
85.2,-0.38329999999999997,11.2691,8.8969999999999994E-2
85.3,-0.38329999999999997,11.293900000000001,8.8969999999999994E-2
85.4,-0.38329999999999997,11.3187,8.8969999999999994E-2
85.5,-0.38329999999999997,11.343500000000001,8.8969999999999994E-2
85.6,-0.38329999999999997,11.368399999999999,8.8959999999999997E-2
85.7,-0.38329999999999997,11.3934,8.8959999999999997E-2
85.8,-0.38329999999999997,11.4183,8.8959999999999997E-2
85.9,-0.38329999999999997,11.4434,8.8959999999999997E-2
86,-0.38329999999999997,11.468400000000001,8.8950000000000001E-2
86.1,-0.38329999999999997,11.493499999999999,8.8950000000000001E-2
86.2,-0.38329999999999997,11.518599999999999,8.8950000000000001E-2
86.3,-0.38329999999999997,11.543699999999999,8.8950000000000001E-2
86.4,-0.38329999999999997,11.568899999999999,8.8950000000000001E-2
86.5,-0.38329999999999997,11.593999999999999,8.8950000000000001E-2
86.6,-0.38329999999999997,11.619199999999999,8.8950000000000001E-2
86.7,-0.38329999999999997,11.644399999999999,8.8950000000000001E-2
86.8,-0.38329999999999997,11.669600000000001,8.8950000000000001E-2
86.9,-0.38329999999999997,11.694800000000001,8.8950000000000001E-2
87,-0.38329999999999997,11.7201,8.8950000000000001E-2
87.1,-0.38329999999999997,11.7453,8.8950000000000001E-2
87.2,-0.38329999999999997,11.7705,8.8950000000000001E-2
87.3,-0.38329999999999997,11.7957,8.8950000000000001E-2
87.4,-0.38329999999999997,11.8209,8.8950000000000001E-2
87.5,-0.38329999999999997,11.8461,8.8950000000000001E-2
87.6,-0.38329999999999997,11.8713,8.8959999999999997E-2
87.7,-0.38329999999999997,11.8965,8.8959999999999997E-2
87.8,-0.38329999999999997,11.9217,8.8959999999999997E-2
87.9,-0.38329999999999997,11.9468,8.8959999999999997E-2
88,-0.38329999999999997,11.972,8.8959999999999997E-2
88.1,-0.38329999999999997,11.9971,8.8969999999999994E-2
88.2,-0.38329999999999997,12.0223,8.8969999999999994E-2
88.3,-0.38329999999999997,12.0474,8.8969999999999994E-2
88.4,-0.38329999999999997,12.0725,8.8980000000000004E-2
88.5,-0.38329999999999997,12.0976,8.8980000000000004E-2
88.6,-0.38329999999999997,12.1227,8.8980000000000004E-2
88.7,-0.38329999999999997,12.1478,8.899E-2
88.8,-0.38329999999999997,12.172800000000001,8.899E-2
88.9,-0.38329999999999997,12.197800000000001,8.8999999999999996E-2
89,-0.38329999999999997,12.222899999999999,8.8999999999999996E-2
89.1,-0.38329999999999997,12.2479,8.9010000000000006E-2
89.2,-0.38329999999999997,12.2729,8.9010000000000006E-2
89.3,-0.38329999999999997,12.297800000000001,8.9020000000000002E-2
89.4,-0.38329999999999997,12.322800000000001,8.9020000000000002E-2
89.5,-0.38329999999999997,12.3477,8.9029999999999998E-2
89.6,-0.38329999999999997,12.3727,8.9029999999999998E-2
89.7,-0.38329999999999997,12.397600000000001,8.9039999999999994E-2
89.8,-0.38329999999999997,12.422499999999999,8.9039999999999994E-2
89.9,-0.38329999999999997,12.4474,8.9050000000000004E-2
90,-0.38329999999999997,12.472300000000001,8.906E-2
90.1,-0.38329999999999997,12.4971,8.906E-2
90.2,-0.38329999999999997,12.522,8.9069999999999996E-2
90.3,-0.38329999999999997,12.546799999999999,8.9080000000000006E-2
90.4,-0.38329999999999997,12.5717,8.9090000000000003E-2
90.5,-0.38329999999999997,12.596500000000001,8.9090000000000003E-2
90.6,-0.38329999999999997,12.6213,8.9099999999999999E-2
90.7,-0.38329999999999997,12.646100000000001,8.9109999999999995E-2
90.8,-0.38329999999999997,12.6709,8.9120000000000005E-2
90.9,-0.38329999999999997,12.6957,8.9120000000000005E-2
91,-0.38329999999999997,12.720499999999999,8.9130000000000001E-2
91.1,-0.38329999999999997,12.7453,8.9139999999999997E-2
91.2,-0.38329999999999997,12.77,8.9149999999999993E-2
91.3,-0.38329999999999997,12.7948,8.9160000000000003E-2
91.4,-0.38329999999999997,12.819599999999999,8.9169999999999999E-2
91.5,-0.38329999999999997,12.8443,8.9179999999999995E-2
91.6,-0.38329999999999997,12.8691,8.9190000000000005E-2
91.7,-0.38329999999999997,12.8939,8.9200000000000002E-2
91.8,-0.38329999999999997,12.9186,8.9209999999999998E-2
91.9,-0.38329999999999997,12.9434,8.9219999999999994E-2
92,-0.38329999999999997,12.9681,8.9230000000000004E-2
92.1,-0.38329999999999997,12.992900000000001,8.924E-2
92.2,-0.38329999999999997,13.0177,8.9249999999999996E-2
92.3,-0.38329999999999997,13.042400000000001,8.9260000000000006E-2
92.4,-0.38329999999999997,13.0672,8.9270000000000002E-2
92.5,-0.38329999999999997,13.092000000000001,8.9279999999999998E-2
92.6,-0.38329999999999997,13.1167,8.9300000000000004E-2
92.7,-0.38329999999999997,13.141500000000001,8.931E-2
92.8,-0.38329999999999997,13.1663,8.9319999999999997E-2
92.9,-0.38329999999999997,13.1911,8.9330000000000007E-2
93,-0.38329999999999997,13.2158,8.9340000000000003E-2
93.1,-0.38329999999999997,13.240600000000001,8.9359999999999995E-2
93.2,-0.38329999999999997,13.2654,8.9370000000000005E-2
93.3,-0.38329999999999997,13.2902,8.9380000000000001E-2
93.4,-0.38329999999999997,13.315099999999999,8.9399999999999993E-2
93.5,-0.38329999999999997,13.3399,8.9410000000000003E-2
93.6,-0.38329999999999997,13.364699999999999,8.9419999999999999E-2
93.7,-0.38329999999999997,13.3896,8.9440000000000006E-2
93.8,-0.38329999999999997,13.4145,8.9450000000000002E-2
93.9,-0.38329999999999997,13.439399999999999,8.9469999999999994E-2
94,-0.38329999999999997,13.4643,8.9480000000000004E-2
94.1,-0.38329999999999997,13.4892,8.949E-2
94.2,-0.38329999999999997,13.514200000000001,8.9510000000000006E-2
94.3,-0.38329999999999997,13.539099999999999,8.9520000000000002E-2
94.4,-0.38329999999999997,13.5641,8.9539999999999995E-2
94.5,-0.38329999999999997,13.5892,8.9550000000000005E-2
94.6,-0.38329999999999997,13.6142,8.9569999999999997E-2
94.7,-0.38329999999999997,13.6393,8.9590000000000003E-2
94.8,-0.38329999999999997,13.664400000000001,8.9599999999999999E-2
94.9,-0.38329999999999997,13.689500000000001,8.9620000000000005E-2
95,-0.38329999999999997,13.714600000000001,8.9630000000000001E-2
95.1,-0.38329999999999997,13.739800000000001,8.9649999999999994E-2
95.2,-0.38329999999999997,13.765000000000001,8.967E-2
95.3,-0.38329999999999997,13.7902,8.9679999999999996E-2
95.4,-0.38329999999999997,13.8155,8.9700000000000002E-2
95.5,-0.38329999999999997,13.8408,8.9719999999999994E-2
95.6,-0.38329999999999997,13.866099999999999,8.974E-2
95.7,-0.38329999999999997,13.891400000000001,8.9749999999999996E-2
95.8,-0.38329999999999997,13.9168,8.9770000000000003E-2
95.9,-0.38329999999999997,13.9422,8.9789999999999995E-2
96,-0.38329999999999997,13.967599999999999,8.9810000000000001E-2
96.1,-0.38329999999999997,13.9931,8.9829999999999993E-2
96.2,-0.38329999999999997,14.018599999999999,8.9840000000000003E-2
96.3,-0.38329999999999997,14.0441,8.9859999999999995E-2
96.4,-0.38329999999999997,14.069699999999999,8.9880000000000002E-2
96.5,-0.38329999999999997,14.0953,8.9899999999999994E-2
96.6,-0.38329999999999997,14.120900000000001,8.992E-2
96.7,-0.38329999999999997,14.146599999999999,8.9940000000000006E-2
96.8,-0.38329999999999997,14.1724,8.9959999999999998E-2
96.9,-0.38329999999999997,14.1981,8.9980000000000004E-2
97,-0.38329999999999997,14.2239,0.09
97.1,-0.38329999999999997,14.2498,9.0020000000000003E-2
97.2,-0.38329999999999997,14.275700000000001,9.0039999999999995E-2
97.3,-0.38329999999999997,14.301600000000001,9.0060000000000001E-2
97.4,-0.38329999999999997,14.3276,9.0079999999999993E-2
97.5,-0.38329999999999997,14.3537,9.01E-2
97.6,-0.38329999999999997,14.379799999999999,9.0120000000000006E-2
97.7,-0.38329999999999997,14.405900000000001,9.0149999999999994E-2
97.8,-0.38329999999999997,14.4321,9.017E-2
97.9,-0.38329999999999997,14.458399999999999,9.0190000000000006E-2
98,-0.38329999999999997,14.4848,9.0209999999999999E-2
98.1,-0.38329999999999997,14.511200000000001,9.0230000000000005E-2
98.2,-0.38329999999999997,14.537599999999999,9.0260000000000007E-2
98.3,-0.38329999999999997,14.5642,9.0279999999999999E-2
98.4,-0.38329999999999997,14.5908,9.0300000000000005E-2
98.5,-0.38329999999999997,14.6174,9.0329999999999994E-2
98.6,-0.38329999999999997,14.6442,9.035E-2
98.7,-0.38329999999999997,14.670999999999999,9.0370000000000006E-2
98.8,-0.38329999999999997,14.697900000000001,9.0399999999999994E-2
98.9,-0.38329999999999997,14.7248,9.042E-2
99,-0.38329999999999997,14.751899999999999,9.0440000000000006E-2
99.1,-0.38329999999999997,14.779,9.0469999999999995E-2
99.2,-0.38329999999999997,14.8062,9.0490000000000001E-2
99.3,-0.38329999999999997,14.833399999999999,9.0520000000000003E-2
99.4,-0.38329999999999997,14.860799999999999,9.0539999999999995E-2
99.5,-0.38329999999999997,14.888199999999999,9.0569999999999998E-2
99.6,-0.38329999999999997,14.915699999999999,9.0590000000000004E-2
99.7,-0.38329999999999997,14.9434,9.0620000000000006E-2
99.8,-0.38329999999999997,14.9711,9.0639999999999998E-2
99.9,-0.38329999999999997,14.998900000000001,9.0670000000000001E-2
100,-0.38329999999999997,15.0267,9.0690000000000007E-2
100.1,-0.38329999999999997,15.0547,9.0719999999999995E-2
100.2,-0.38329999999999997,15.082800000000001,9.0749999999999997E-2
100.3,-0.38329999999999997,15.110900000000001,9.0770000000000003E-2
100.4,-0.38329999999999997,15.139200000000001,9.0800000000000006E-2
100.5,-0.38329999999999997,15.1676,9.0829999999999994E-2
100.6,-0.38329999999999997,15.196,9.085E-2
100.7,-0.38329999999999997,15.224600000000001,9.0880000000000002E-2
100.8,-0.38329999999999997,15.2532,9.0910000000000005E-2
100.9,-0.38329999999999997,15.2819,9.0929999999999997E-2
101,-0.38329999999999997,15.3108,9.0959999999999999E-2
101.1,-0.38329999999999997,15.339700000000001,9.0990000000000001E-2
101.2,-0.38329999999999997,15.3687,9.1020000000000004E-2
101.3,-0.38329999999999997,15.3979,9.1050000000000006E-2
101.4,-0.38329999999999997,15.427099999999999,9.1069999999999998E-2
101.5,-0.38329999999999997,15.4564,9.11E-2
101.6,-0.38329999999999997,15.485799999999999,9.1130000000000003E-2
101.7,-0.38329999999999997,15.5154,9.1160000000000005E-2
101.8,-0.38329999999999997,15.545,9.1189999999999993E-2
101.9,-0.38329999999999997,15.5747,9.1219999999999996E-2
102,-0.38329999999999997,15.6046,9.1249999999999998E-2
102.1,-0.38329999999999997,15.634499999999999,9.128E-2
102.2,-0.38329999999999997,15.6646,9.1310000000000002E-2
102.3,-0.38329999999999997,15.694699999999999,9.1329999999999995E-2
102.4,-0.38329999999999997,15.725,9.1359999999999997E-2
102.5,-0.38329999999999997,15.7553,9.1389999999999999E-2
102.6,-0.38329999999999997,15.7858,9.1420000000000001E-2
102.7,-0.38329999999999997,15.8164,9.146E-2
102.8,-0.38329999999999997,15.847,9.1490000000000002E-2
102.9,-0.38329999999999997,15.877800000000001,9.1520000000000004E-2
103,-0.38329999999999997,15.9087,9.1550000000000006E-2
103.1,-0.38329999999999997,15.9396,9.1579999999999995E-2
103.2,-0.38329999999999997,15.970700000000001,9.1609999999999997E-2
103.3,-0.38329999999999997,16.001899999999999,9.1639999999999999E-2
103.4,-0.38329999999999997,16.033200000000001,9.1670000000000001E-2
103.5,-0.38329999999999997,16.064499999999999,9.1700000000000004E-2
103.6,-0.38329999999999997,16.096,9.1730000000000006E-2
103.7,-0.38329999999999997,16.127600000000001,9.1770000000000004E-2
103.8,-0.38329999999999997,16.159300000000002,9.1800000000000007E-2
103.9,-0.38329999999999997,16.190999999999999,9.1829999999999995E-2
104,-0.38329999999999997,16.222899999999999,9.1859999999999997E-2
104.1,-0.38329999999999997,16.254899999999999,9.1899999999999996E-2
104.2,-0.38329999999999997,16.286999999999999,9.1929999999999998E-2
104.3,-0.38329999999999997,16.319099999999999,9.196E-2
104.4,-0.38329999999999997,16.351400000000002,9.1990000000000002E-2
104.5,-0.38329999999999997,16.383700000000001,9.2030000000000001E-2
104.6,-0.38329999999999997,16.4162,9.2060000000000003E-2
104.7,-0.38329999999999997,16.448799999999999,9.2090000000000005E-2
104.8,-0.38329999999999997,16.481400000000001,9.2130000000000004E-2
104.9,-0.38329999999999997,16.514199999999999,9.2160000000000006E-2
105,-0.38329999999999997,16.547000000000001,9.2189999999999994E-2
105.1,-0.38329999999999997,16.579999999999998,9.2230000000000006E-2
105.2,-0.38329999999999997,16.613099999999999,9.2259999999999995E-2
105.3,-0.38329999999999997,16.6462,9.2289999999999997E-2
105.4,-0.38329999999999997,16.679500000000001,9.2329999999999995E-2
105.5,-0.38329999999999997,16.712900000000001,9.2359999999999998E-2
105.6,-0.38329999999999997,16.746400000000001,9.2399999999999996E-2
105.7,-0.38329999999999997,16.78,9.2429999999999998E-2
105.8,-0.38329999999999997,16.813700000000001,9.2469999999999997E-2
105.9,-0.38329999999999997,16.8475,9.2499999999999999E-2
106,-0.38329999999999997,16.881399999999999,9.2539999999999997E-2
106.1,-0.38329999999999997,16.915400000000002,9.257E-2
106.2,-0.38329999999999997,16.9496,9.2609999999999998E-2
106.3,-0.38329999999999997,16.983799999999999,9.264E-2
106.4,-0.38329999999999997,17.0182,9.2679999999999998E-2
106.5,-0.38329999999999997,17.052700000000002,9.2710000000000001E-2
106.6,-0.38329999999999997,17.087299999999999,9.2749999999999999E-2
106.7,-0.38329999999999997,17.122,9.2780000000000001E-2
106.8,-0.38329999999999997,17.1569,9.282E-2
106.9,-0.38329999999999997,17.191800000000001,9.2859999999999998E-2
107,-0.38329999999999997,17.226900000000001,9.289E-2
107.1,-0.38329999999999997,17.262,9.2929999999999999E-2
107.2,-0.38329999999999997,17.2973,9.2960000000000001E-2
107.3,-0.38329999999999997,17.332699999999999,9.2999999999999999E-2
107.4,-0.38329999999999997,17.368300000000001,9.3039999999999998E-2
107.5,-0.38329999999999997,17.4039,9.307E-2
107.6,-0.38329999999999997,17.439699999999998,9.3109999999999998E-2
107.7,-0.38329999999999997,17.4755,9.3149999999999997E-2
107.8,-0.38329999999999997,17.511500000000002,9.3179999999999999E-2
107.9,-0.38329999999999997,17.547599999999999,9.3219999999999997E-2
108,-0.38329999999999997,17.5839,9.3259999999999996E-2
108.1,-0.38329999999999997,17.620200000000001,9.3289999999999998E-2
108.2,-0.38329999999999997,17.656700000000001,9.3329999999999996E-2
108.3,-0.38329999999999997,17.693200000000001,9.3369999999999995E-2
108.4,-0.38329999999999997,17.729900000000001,9.3410000000000007E-2
108.5,-0.38329999999999997,17.7668,9.3439999999999995E-2
108.6,-0.38329999999999997,17.803699999999999,9.3479999999999994E-2
108.7,-0.38329999999999997,17.840699999999998,9.3520000000000006E-2
108.8,-0.38329999999999997,17.8779,9.3560000000000004E-2
108.9,-0.38329999999999997,17.915199999999999,9.3590000000000007E-2
109,-0.38329999999999997,17.9526,9.3630000000000005E-2
109.1,-0.38329999999999997,17.990100000000002,9.3670000000000003E-2
109.2,-0.38329999999999997,18.027699999999999,9.3710000000000002E-2
109.3,-0.38329999999999997,18.0654,9.375E-2
109.4,-0.38329999999999997,18.103300000000001,9.3780000000000002E-2
109.5,-0.38329999999999997,18.141200000000001,9.3820000000000001E-2
109.6,-0.38329999999999997,18.179200000000002,9.3859999999999999E-2
109.7,-0.38329999999999997,18.217400000000001,9.3899999999999997E-2
109.8,-0.38329999999999997,18.255600000000001,9.3939999999999996E-2
109.9,-0.38329999999999997,18.294,9.3969999999999998E-2
110,-0.38329999999999997,18.3324,9.4009999999999996E-2
