length_cm,L,M,S
72.2,-0.35210000000000002,8.9135000000000009,8.2570000000000005E-2
72.3,-0.35210000000000002,8.9352999999999998,8.2589999999999997E-2
72.400000000000006,-0.35210000000000002,8.9571000000000005,8.2600000000000007E-2
72.5,-0.35210000000000002,8.9787999999999997,8.2619999999999999E-2
72.599999999999994,-0.35210000000000002,9.0005000000000006,8.2629999999999995E-2
72.7,-0.35210000000000002,9.0221,8.2640000000000005E-2
72.8,-0.35210000000000002,9.0435999999999996,8.2659999999999997E-2
72.900000000000006,-0.35210000000000002,9.0650999999999993,8.2669999999999993E-2
73,-0.35210000000000002,9.0864999999999991,8.269E-2
73.099999999999994,-0.35210000000000002,9.1079000000000008,8.2699999999999996E-2
73.2,-0.35210000000000002,9.1292000000000009,8.2720000000000002E-2
73.3,-0.35210000000000002,9.1503999999999994,8.2729999999999998E-2
73.400000000000006,-0.35210000000000002,9.1715999999999998,8.2739999999999994E-2
73.5,-0.35210000000000002,9.1927000000000003,8.276E-2
73.599999999999994,-0.35210000000000002,9.2136999999999993,8.2769999999999996E-2
73.7,-0.35210000000000002,9.2347000000000001,8.2780000000000006E-2
73.8,-0.35210000000000002,9.2556999999999992,8.2799999999999999E-2
73.900000000000006,-0.35210000000000002,9.2766000000000002,8.2809999999999995E-2
74,-0.35210000000000002,9.2973999999999997,8.2830000000000001E-2
74.099999999999994,-0.35210000000000002,9.3181999999999992,8.2839999999999997E-2
74.2,-0.35210000000000002,9.3390000000000004,8.2849999999999993E-2
74.3,-0.35210000000000002,9.3597000000000001,8.2869999999999999E-2
74.400000000000006,-0.35210000000000002,9.3803000000000001,8.2879999999999995E-2
74.5,-0.35210000000000002,9.4009999999999998,8.2890000000000005E-2
74.599999999999994,-0.35210000000000002,9.4215,8.2900000000000001E-2
74.7,-0.35210000000000002,9.4420000000000002,8.2919999999999994E-2
74.8,-0.35210000000000002,9.4625000000000004,8.2930000000000004E-2
74.900000000000006,-0.35210000000000002,9.4829000000000008,8.294E-2
75,-0.35210000000000002,9.5031999999999996,8.2949999999999996E-2
75.099999999999994,-0.35210000000000002,9.5235000000000003,8.2970000000000002E-2
75.2,-0.35210000000000002,9.5437999999999992,8.2979999999999998E-2
75.3,-0.35210000000000002,9.5639000000000003,8.2989999999999994E-2
75.400000000000006,-0.35210000000000002,9.5840999999999994,8.3000000000000004E-2
75.5,-0.35210000000000002,9.6041000000000007,8.301E-2
75.599999999999994,-0.35210000000000002,9.6241000000000003,8.3019999999999997E-2
75.7,-0.35210000000000002,9.6440000000000001,8.3030000000000007E-2
75.8,-0.35210000000000002,9.6638999999999999,8.3049999999999999E-2
75.900000000000006,-0.35210000000000002,9.6836000000000002,8.3059999999999995E-2
76,-0.35210000000000002,9.7033000000000005,8.3070000000000005E-2
76.099999999999994,-0.35210000000000002,9.7230000000000008,8.3070000000000005E-2
76.2,-0.35210000000000002,9.7424999999999997,8.3080000000000001E-2
76.3,-0.35210000000000002,9.7620000000000005,8.3089999999999997E-2
76.400000000000006,-0.35210000000000002,9.7813999999999997,8.3099999999999993E-2
76.5,-0.35210000000000002,9.8007000000000009,8.3110000000000003E-2
76.599999999999994,-0.35210000000000002,9.82,8.3119999999999999E-2
76.7,-0.35210000000000002,9.8391999999999999,8.3119999999999999E-2
76.8,-0.35210000000000002,9.8582999999999998,8.3129999999999996E-2
76.900000000000006,-0.35210000000000002,9.8773,8.3140000000000006E-2
77,-0.35210000000000002,9.8963000000000001,8.3140000000000006E-2
77.099999999999994,-0.35210000000000002,9.9152000000000005,8.3150000000000002E-2
77.2,-0.35210000000000002,9.9341000000000008,8.3150000000000002E-2
77.3,-0.35210000000000002,9.9527999999999999,8.3159999999999998E-2
77.400000000000006,-0.35210000000000002,9.9716000000000005,8.3159999999999998E-2
77.5,-0.35210000000000002,9.9901999999999997,8.3169999999999994E-2
77.599999999999994,-0.35210000000000002,10.008800000000001,8.3169999999999994E-2
77.7,-0.35210000000000002,10.0274,8.3169999999999994E-2
77.8,-0.35210000000000002,10.0459,8.3180000000000004E-2
77.900000000000006,-0.35210000000000002,10.064299999999999,8.3180000000000004E-2
78,-0.35210000000000002,10.082700000000001,8.3180000000000004E-2
78.099999999999994,-0.35210000000000002,10.101100000000001,8.3180000000000004E-2
78.2,-0.35210000000000002,10.119400000000001,8.3180000000000004E-2
78.3,-0.35210000000000002,10.137700000000001,8.3180000000000004E-2
78.400000000000006,-0.35210000000000002,10.155900000000001,8.3180000000000004E-2
78.5,-0.35210000000000002,10.174099999999999,8.3180000000000004E-2
78.599999999999994,-0.35210000000000002,10.192299999999999,8.3169999999999994E-2
78.7,-0.35210000000000002,10.2105,8.3169999999999994E-2
78.8,-0.35210000000000002,10.2286,8.3169999999999994E-2
78.900000000000006,-0.35210000000000002,10.2468,8.3159999999999998E-2
79,-0.35210000000000002,10.264900000000001,8.3159999999999998E-2
79.099999999999994,-0.35210000000000002,10.283099999999999,8.3150000000000002E-2
79.2,-0.35210000000000002,10.3012,8.3150000000000002E-2
79.3,-0.35210000000000002,10.3194,8.3140000000000006E-2
79.400000000000006,-0.35210000000000002,10.3376,8.3129999999999996E-2
79.5,-0.35210000000000002,10.3558,8.3129999999999996E-2
79.599999999999994,-0.35210000000000002,10.3741,8.3119999999999999E-2
79.7,-0.35210000000000002,10.392300000000001,8.3110000000000003E-2
79.8,-0.35210000000000002,10.4107,8.3099999999999993E-2
79.900000000000006,-0.35210000000000002,10.4291,8.3089999999999997E-2
80,-0.35210000000000002,10.4475,8.3080000000000001E-2
80.099999999999994,-0.35210000000000002,10.465999999999999,8.3070000000000005E-2
80.2,-0.35210000000000002,10.484500000000001,8.3049999999999999E-2
80.3,-0.35210000000000002,10.5031,8.3040000000000003E-2
80.400000000000006,-0.35210000000000002,10.521699999999999,8.3030000000000007E-2
80.5,-0.35210000000000002,10.5405,8.301E-2
80.599999999999994,-0.35210000000000002,10.559200000000001,8.3000000000000004E-2
80.7,-0.35210000000000002,10.578099999999999,8.2979999999999998E-2
80.8,-0.35210000000000002,10.597,8.2970000000000002E-2
80.900000000000006,-0.35210000000000002,10.616099999999999,8.2949999999999996E-2
81,-0.35210000000000002,10.635199999999999,8.2930000000000004E-2
81.099999999999994,-0.35210000000000002,10.654400000000001,8.2909999999999998E-2
81.2,-0.35210000000000002,10.6737,8.2900000000000001E-2
81.3,-0.35210000000000002,10.693099999999999,8.2879999999999995E-2
81.400000000000006,-0.35210000000000002,10.7126,8.2860000000000003E-2
81.5,-0.35210000000000002,10.732200000000001,8.2839999999999997E-2
81.599999999999994,-0.35210000000000002,10.752000000000001,8.2820000000000005E-2
81.7,-0.35210000000000002,10.771800000000001,8.2790000000000002E-2
81.8,-0.35210000000000002,10.7918,8.2769999999999996E-2
81.900000000000006,-0.35210000000000002,10.8119,8.2750000000000004E-2
82,-0.35210000000000002,10.832100000000001,8.2729999999999998E-2
82.1,-0.35210000000000002,10.852399999999999,8.2699999999999996E-2
82.2,-0.35210000000000002,10.8728,8.2680000000000003E-2
82.3,-0.35210000000000002,10.8934,8.2650000000000001E-2
82.4,-0.35210000000000002,10.914199999999999,8.2629999999999995E-2
82.5,-0.35210000000000002,10.935,8.2600000000000007E-2
82.6,-0.35210000000000002,10.956,8.2580000000000001E-2
82.7,-0.35210000000000002,10.9772,8.2549999999999998E-2
82.8,-0.35210000000000002,10.9985,8.2519999999999996E-2
82.9,-0.35210000000000002,11.0199,8.2489999999999994E-2
83,-0.35210000000000002,11.041499999999999,8.2460000000000006E-2
83.1,-0.35210000000000002,11.0632,8.2439999999999999E-2
83.2,-0.35210000000000002,11.085100000000001,8.2409999999999997E-2
83.3,-0.35210000000000002,11.107100000000001,8.2379999999999995E-2
83.4,-0.35210000000000002,11.129300000000001,8.2350000000000007E-2
83.5,-0.35210000000000002,11.1516,8.2309999999999994E-2
83.6,-0.35210000000000002,11.173999999999999,8.2280000000000006E-2
83.7,-0.35210000000000002,11.1966,8.2250000000000004E-2
83.8,-0.35210000000000002,11.2193,8.2220000000000001E-2
83.9,-0.35210000000000002,11.2422,8.2189999999999999E-2
84,-0.35210000000000002,11.2651,8.2150000000000001E-2
84.1,-0.35210000000000002,11.2882,8.2119999999999999E-2
84.2,-0.35210000000000002,11.311400000000001,8.2089999999999996E-2
84.3,-0.35210000000000002,11.3347,8.2049999999999998E-2
84.4,-0.35210000000000002,11.3581,8.2019999999999996E-2
84.5,-0.35210000000000002,11.3817,8.1979999999999997E-2
84.6,-0.35210000000000002,11.4053,8.1949999999999995E-2
84.7,-0.35210000000000002,11.429,8.1909999999999997E-2
84.8,-0.35210000000000002,11.4529,8.1879999999999994E-2
84.9,-0.35210000000000002,11.476800000000001,8.1839999999999996E-2
85,-0.35210000000000002,11.5007,8.1809999999999994E-2
85.1,-0.35210000000000002,11.524800000000001,8.1769999999999995E-2
85.2,-0.35210000000000002,11.548999999999999,8.1739999999999993E-2
85.3,-0.35210000000000002,11.5732,8.1699999999999995E-2
85.4,-0.35210000000000002,11.5975,8.1659999999999996E-2
85.5,-0.35210000000000002,11.6218,8.1629999999999994E-2
85.6,-0.35210000000000002,11.6462,8.1589999999999996E-2
