day,L,M,S
290,1,72.668400000000005,3.117E-2
291,1,72.711500000000001,3.117E-2
292,1,72.754400000000004,3.117E-2
293,1,72.797399999999996,3.117E-2
294,1,72.840199999999996,3.117E-2
295,1,72.882999999999996,3.117E-2
296,1,72.925700000000006,3.117E-2
297,1,72.968400000000003,3.117E-2
298,1,73.010999999999996,3.117E-2
299,1,73.0535,3.1179999999999999E-2
300,1,73.096000000000004,3.1179999999999999E-2
301,1,73.138400000000004,3.1179999999999999E-2
302,1,73.180800000000005,3.1179999999999999E-2
303,1,73.223100000000002,3.1179999999999999E-2
304,1,73.265299999999996,3.1179999999999999E-2
305,1,73.307500000000005,3.1179999999999999E-2
306,1,73.349699999999999,3.1179999999999999E-2
307,1,73.3917,3.1189999999999999E-2
308,1,73.433700000000002,3.1189999999999999E-2
309,1,73.475700000000003,3.1189999999999999E-2
310,1,73.517600000000002,3.1189999999999999E-2
311,1,73.559399999999997,3.1189999999999999E-2
312,1,73.601200000000006,3.1189999999999999E-2
313,1,73.642899999999997,3.1199999999999999E-2
314,1,73.6845,3.1199999999999999E-2
315,1,73.726100000000002,3.1199999999999999E-2
316,1,73.767700000000005,3.1199999999999999E-2
317,1,73.809100000000001,3.1199999999999999E-2
318,1,73.8506,3.1210000000000002E-2
319,1,73.891900000000007,3.1210000000000002E-2
320,1,73.933300000000003,3.1210000000000002E-2
321,1,73.974500000000006,3.1210000000000002E-2
322,1,74.015699999999995,3.1220000000000001E-2
323,1,74.056899999999999,3.1220000000000001E-2
324,1,74.097899999999996,3.1220000000000001E-2
325,1,74.138999999999996,3.1220000000000001E-2
326,1,74.180000000000007,3.1230000000000001E-2
327,1,74.2209,3.1230000000000001E-2
328,1,74.261799999999994,3.1230000000000001E-2
329,1,74.302599999999998,3.124E-2
330,1,74.343299999999999,3.124E-2
331,1,74.384100000000004,3.124E-2
332,1,74.424700000000001,3.124E-2
333,1,74.465299999999999,3.125E-2
334,1,74.505899999999997,3.125E-2
335,1,74.546400000000006,3.125E-2
336,1,74.586799999999997,3.1260000000000003E-2
337,1,74.627200000000002,3.1260000000000003E-2
338,1,74.667599999999993,3.1260000000000003E-2
339,1,74.707899999999995,3.1269999999999999E-2
340,1,74.748099999999994,3.1269999999999999E-2
341,1,74.788300000000007,3.1269999999999999E-2
342,1,74.828500000000005,3.1280000000000002E-2
343,1,74.868600000000001,3.1280000000000002E-2
344,1,74.908600000000007,3.1280000000000002E-2
345,1,74.948599999999999,3.1289999999999998E-2
346,1,74.988600000000005,3.1289999999999998E-2
347,1,75.028499999999994,3.1300000000000001E-2
348,1,75.068299999999994,3.1300000000000001E-2
349,1,75.108099999999993,3.1300000000000001E-2
350,1,75.147900000000007,3.1309999999999998E-2
351,1,75.187600000000003,3.1309999999999998E-2
352,1,75.2273,3.1320000000000001E-2
353,1,75.266900000000007,3.1320000000000001E-2
354,1,75.3065,3.1320000000000001E-2
355,1,75.346000000000004,3.1329999999999997E-2
356,1,75.385499999999993,3.1329999999999997E-2
357,1,75.424999999999997,3.134E-2
358,1,75.464399999999998,3.134E-2
359,1,75.503699999999995,3.1350000000000003E-2
360,1,75.543099999999995,3.1350000000000003E-2
361,1,75.582400000000007,3.1359999999999999E-2
362,1,75.621600000000001,3.1359999999999999E-2
363,1,75.660799999999995,3.1359999999999999E-2
364,1,75.6999,3.1370000000000002E-2
365,1,75.739099999999993,3.1370000000000002E-2
366,1,75.778099999999995,3.1379999999999998E-2
367,1,75.8172,3.1379999999999998E-2
368,1,75.856200000000001,3.1390000000000001E-2
369,1,75.895099999999999,3.1390000000000001E-2
370,1,75.933999999999997,3.1399999999999997E-2
371,1,75.972899999999996,3.1399999999999997E-2
372,1,76.011700000000005,3.141E-2
373,1,76.0505,3.141E-2
374,1,76.089200000000005,3.1419999999999997E-2
375,1,76.127899999999997,3.1419999999999997E-2
376,1,76.166499999999999,3.143E-2
377,1,76.205100000000002,3.143E-2
378,1,76.243700000000004,3.1440000000000003E-2
379,1,76.282200000000003,3.1440000000000003E-2
380,1,76.320700000000002,3.1449999999999999E-2
381,1,76.359099999999998,3.1460000000000002E-2
382,1,76.397499999999994,3.1460000000000002E-2
383,1,76.4358,3.1469999999999998E-2
384,1,76.474100000000007,3.1469999999999998E-2
385,1,76.5124,3.1480000000000001E-2
386,1,76.550600000000003,3.1480000000000001E-2
387,1,76.588800000000006,3.1489999999999997E-2
388,1,76.626900000000006,3.1489999999999997E-2
389,1,76.665000000000006,3.15E-2
390,1,76.703000000000003,3.1510000000000003E-2
391,1,76.741,3.1510000000000003E-2
392,1,76.778999999999996,3.1519999999999999E-2
393,1,76.816900000000004,3.1519999999999999E-2
394,1,76.854799999999997,3.1530000000000002E-2
395,1,76.892600000000002,3.1539999999999999E-2
396,1,76.930400000000006,3.1539999999999999E-2
397,1,76.968199999999996,3.1550000000000002E-2
398,1,77.005899999999997,3.1550000000000002E-2
399,1,77.043499999999995,3.1559999999999998E-2
400,1,77.081199999999995,3.1570000000000001E-2
401,1,77.118700000000004,3.1570000000000001E-2
402,1,77.156300000000002,3.1579999999999997E-2
